work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_category,adjusted_salary
2023,Senior,Full-time,Data Engineer,163800,United States,On-Site,United States,MEDIUM,Data Engineering,163800
2023,Senior,Full-time,Data Engineer,126000,United States,On-Site,United States,MEDIUM,Data Engineering,126000
2023,Senior,Full-time,Machine Learning Engineer,163800,United States,On-Site,United States,MEDIUM,Machine Learning,163800
2023,Senior,Full-time,Machine Learning Engineer,126000,United States,On-Site,United States,MEDIUM,Machine Learning,126000
2023,Senior,Full-time,Data Engineer,104000,United States,Full-Remote,United States,MEDIUM,Data Engineering,104000
2023,Senior,Full-time,Data Engineer,65000,United States,Full-Remote,United States,MEDIUM,Data Engineering,65000
2023,Senior,Full-time,Research Engineer,230000,United States,On-Site,United States,MEDIUM,Other,230000
2023,Senior,Full-time,Research Engineer,148000,United States,On-Site,United States,MEDIUM,Other,148000
2023,Senior,Full-time,Machine Learning Engineer,269000,Canada,Full-Remote,Canada,MEDIUM,Machine Learning,269000
2023,Senior,Full-time,Machine Learning Engineer,158000,Canada,Full-Remote,Canada,MEDIUM,Machine Learning,158000
2023,Senior,Full-time,Analytics Engineer,197000,United States,On-Site,United States,MEDIUM,Data Engineering,197000
2023,Senior,Full-time,Analytics Engineer,106000,United States,On-Site,United States,MEDIUM,Data Engineering,106000
2023,Intermediate,Full-time,Deep Learning Engineer,150000,United States,Full-Remote,United States,MEDIUM,Machine Learning,150000
2023,Intermediate,Full-time,Deep Learning Engineer,100000,United States,Full-Remote,United States,MEDIUM,Machine Learning,100000
2023,Senior,Full-time,Data Engineer,290000,United States,Full-Remote,United States,MEDIUM,Data Engineering,290000
2023,Senior,Full-time,Data Engineer,210000,United States,Full-Remote,United States,MEDIUM,Data Engineering,210000
2023,Senior,Full-time,Data Engineer,192000,United States,On-Site,United States,MEDIUM,Data Engineering,192000
2023,Senior,Full-time,Data Engineer,172800,United States,On-Site,United States,MEDIUM,Data Engineering,172800
2023,Senior,Full-time,Data Scientist,300240,United States,On-Site,United States,MEDIUM,Data Science,300240
2023,Senior,Full-time,Data Scientist,200160,United States,On-Site,United States,MEDIUM,Data Science,200160
2023,Senior,Full-time,Data Scientist,300240,United States,On-Site,United States,MEDIUM,Data Science,300240
2023,Senior,Full-time,Data Scientist,200160,United States,On-Site,United States,MEDIUM,Data Science,200160
2023,Senior,Full-time,Analytics Engineer,175000,United States,On-Site,United States,MEDIUM,Data Engineering,175000
2023,Senior,Full-time,Analytics Engineer,140000,United States,On-Site,United States,MEDIUM,Data Engineering,140000
2023,Senior,Full-time,Data Manager,169000,United States,On-Site,United States,MEDIUM,Management,169000
2023,Senior,Full-time,Data Manager,100000,United States,On-Site,United States,MEDIUM,Management,100000
2023,Senior,Full-time,Data Scientist,370000,United States,On-Site,United States,MEDIUM,Data Science,370000
2023,Senior,Full-time,Data Scientist,245000,United States,On-Site,United States,MEDIUM,Data Science,245000
2023,Intermediate,Full-time,Data Engineer,115447,United Kingdom,Full-Remote,United Kingdom,LARGE,Data Engineering,115447
2023,Senior,Full-time,Data Analyst,110000,United States,Full-Remote,United States,SMALL,Data Analyst,110000
2023,Senior,Full-time,Data Analyst,80000,United States,Full-Remote,United States,SMALL,Data Analyst,80000
2023,Entry,Full-time,Data Analyst,55000,United States,On-Site,United States,MEDIUM,Data Analyst,55000
2023,Entry,Full-time,Data Analyst,48000,United States,On-Site,United States,MEDIUM,Data Analyst,48000
2023,Senior,Full-time,Data Analyst,95000,United States,On-Site,United States,MEDIUM,Data Analyst,95000
2023,Senior,Full-time,Data Analyst,85000,United States,On-Site,United States,MEDIUM,Data Analyst,85000
2023,Senior,Full-time,Data Engineer,137500,United States,Full-Remote,United States,MEDIUM,Data Engineering,137500
2023,Senior,Full-time,Data Engineer,81500,United States,Full-Remote,United States,MEDIUM,Data Engineering,81500
2023,Senior,Full-time,Machine Learning Engineer,323300,United States,On-Site,United States,MEDIUM,Machine Learning,323300
2023,Senior,Full-time,Machine Learning Engineer,184700,United States,On-Site,United States,MEDIUM,Machine Learning,184700
2021,Intermediate,Full-time,AI Scientist,30000,Ghana,On-Site,Ghana,SMALL,Other,33611
2023,Senior,Full-time,Machine Learning Engineer,186000,United States,Full-Remote,United States,MEDIUM,Machine Learning,186000
2023,Senior,Full-time,Machine Learning Engineer,153088,United States,Full-Remote,United States,MEDIUM,Machine Learning,153088
2023,Intermediate,Full-time,Data Infrastructure Engineer,190000,United States,Full-Remote,United States,MEDIUM,Data Engineering,190000
2023,Intermediate,Full-time,Data Infrastructure Engineer,160000,United States,Full-Remote,United States,MEDIUM,Data Engineering,160000
2023,Senior,Full-time,Machine Learning Engineer,200000,United States,Full-Remote,United States,MEDIUM,Machine Learning,200000
2023,Senior,Full-time,Machine Learning Engineer,150000,United States,Full-Remote,United States,MEDIUM,Machine Learning,150000
2023,Intermediate,Full-time,Data Infrastructure Engineer,190000,United States,On-Site,United States,MEDIUM,Data Engineering,190000
2023,Intermediate,Full-time,Data Infrastructure Engineer,183310,United States,On-Site,United States,MEDIUM,Data Engineering,183310
2023,Senior,Full-time,Machine Learning Engineer,240000,United States,Full-Remote,United States,MEDIUM,Machine Learning,240000
2023,Senior,Full-time,Machine Learning Engineer,180000,United States,Full-Remote,United States,MEDIUM,Machine Learning,180000
2023,Senior,Full-time,Machine Learning Engineer,200000,United States,Full-Remote,United States,MEDIUM,Machine Learning,200000
2023,Senior,Full-time,Machine Learning Engineer,150000,United States,Full-Remote,United States,MEDIUM,Machine Learning,150000
2023,Senior,Full-time,Data Science Manager,299500,United States,On-Site,United States,MEDIUM,Management,299500
2023,Senior,Full-time,Data Science Manager,245100,United States,On-Site,United States,MEDIUM,Management,245100
2023,Senior,Full-time,Data Engineer,144000,United States,Full-Remote,United States,MEDIUM,Data Engineering,144000
2023,Senior,Full-time,Data Engineer,66000,United States,Full-Remote,United States,MEDIUM,Data Engineering,66000
2023,Intermediate,Full-time,Machine Learning Engineer,148500,United States,On-Site,United States,MEDIUM,Machine Learning,148500
2023,Intermediate,Full-time,Machine Learning Engineer,126277,United States,On-Site,United States,MEDIUM,Machine Learning,126277
2023,Senior,Full-time,Data Architect,228000,United States,On-Site,United States,MEDIUM,Data Architecture,228000
2023,Senior,Full-time,Data Architect,120000,United States,On-Site,United States,MEDIUM,Data Architecture,120000
2023,Senior,Full-time,Machine Learning Software Engineer,180000,United States,On-Site,United States,MEDIUM,Machine Learning,180000
2023,Senior,Full-time,Machine Learning Software Engineer,90000,United States,On-Site,United States,MEDIUM,Machine Learning,90000
2023,Senior,Full-time,Data Scientist,126500,United States,On-Site,United States,MEDIUM,Data Science,126500
2023,Senior,Full-time,Data Scientist,78000,United States,On-Site,United States,MEDIUM,Data Science,78000
2023,Senior,Full-time,Data Engineer,180000,United States,On-Site,United States,MEDIUM,Data Engineering,180000
2023,Senior,Full-time,Data Engineer,160000,United States,On-Site,United States,MEDIUM,Data Engineering,160000
2023,Senior,Full-time,Machine Learning Software Engineer,272000,United States,On-Site,United States,MEDIUM,Machine Learning,272000
2023,Senior,Full-time,Machine Learning Software Engineer,170000,United States,On-Site,United States,MEDIUM,Machine Learning,170000
2023,Intermediate,Full-time,Data Analyst,80000,United States,On-Site,United States,MEDIUM,Data Analyst,80000
2023,Intermediate,Full-time,Data Analyst,60000,United States,On-Site,United States,MEDIUM,Data Analyst,60000
2023,Senior,Full-time,Data Engineer,259000,United States,Full-Remote,United States,MEDIUM,Data Engineering,259000
2023,Senior,Full-time,Data Engineer,146000,United States,Full-Remote,United States,MEDIUM,Data Engineering,146000
2023,Senior,Full-time,Data Engineer,200000,United States,On-Site,United States,MEDIUM,Data Engineering,200000
2023,Senior,Full-time,Data Engineer,160000,United States,On-Site,United States,MEDIUM,Data Engineering,160000
2023,Executive,Full-time,Data Engineer,310000,United States,Full-Remote,United States,MEDIUM,Data Engineering,310000
2023,Executive,Full-time,Data Engineer,239000,United States,Full-Remote,United States,MEDIUM,Data Engineering,239000
2023,Senior,Full-time,Data Analyst,142000,United States,Full-Remote,United States,MEDIUM,Data Analyst,142000
2023,Senior,Full-time,Data Analyst,95000,United States,Full-Remote,United States,MEDIUM,Data Analyst,95000
2023,Senior,Full-time,Data Scientist,155000,United States,On-Site,United States,MEDIUM,Data Science,155000
2023,Senior,Full-time,Data Scientist,139500,United States,On-Site,United States,MEDIUM,Data Science,139500
2023,Intermediate,Full-time,Data Engineer,140000,United States,Full-Remote,United States,MEDIUM,Data Engineering,140000
2023,Intermediate,Full-time,Data Engineer,120000,United States,Full-Remote,United States,MEDIUM,Data Engineering,120000
2023,Senior,Full-time,Data Engineer,259000,United States,Full-Remote,United States,MEDIUM,Data Engineering,259000
2023,Senior,Full-time,Data Engineer,146000,United States,Full-Remote,United States,MEDIUM,Data Engineering,146000
2023,Intermediate,Full-time,Data Analyst,109371,Croatia,On-Site,Croatia,MEDIUM,Data Analyst,109371
2023,Intermediate,Full-time,Data Analyst,72914,Croatia,On-Site,Croatia,MEDIUM,Data Analyst,72914
2023,Entry,Part-time,Data Analyst,17779,Poland,Full-Remote,India,LARGE,Data Analyst,17779
2023,Entry,Full-time,Data Scientist,19522,Brazil,Full-Remote,Brazil,LARGE,Data Science,19522
2023,Senior,Full-time,Data Science Lead,247500,United States,On-Site,United States,MEDIUM,Management,247500
2023,Senior,Full-time,Data Science Lead,172200,United States,On-Site,United States,MEDIUM,Management,172200
2023,Senior,Full-time,Data Scientist,225000,United States,On-Site,United States,MEDIUM,Data Science,225000
2023,Senior,Full-time,Data Scientist,156400,United States,On-Site,United States,MEDIUM,Data Science,156400
2023,Senior,Full-time,Data Engineer,139500,United States,On-Site,United States,MEDIUM,Data Engineering,139500
2023,Senior,Full-time,Data Engineer,109400,United States,On-Site,United States,MEDIUM,Data Engineering,109400
2023,Intermediate,Full-time,Data Engineer,125000,United States,On-Site,United States,MEDIUM,Data Engineering,125000
2023,Intermediate,Full-time,Data Engineer,90000,United States,On-Site,United States,MEDIUM,Data Engineering,90000
2023,Senior,Full-time,Machine Learning Infrastructure Engineer,107309,France,Full-Remote,France,MEDIUM,Other,107309
2023,Senior,Full-time,Machine Learning Infrastructure Engineer,75116,France,Full-Remote,France,MEDIUM,Other,75116
2023,Senior,Full-time,Data Scientist,185900,United States,On-Site,United States,MEDIUM,Data Science,185900
2023,Senior,Full-time,Data Scientist,129300,United States,On-Site,United States,MEDIUM,Data Science,129300
2023,Senior,Full-time,Machine Learning Engineer,139500,United States,On-Site,United States,MEDIUM,Machine Learning,139500
2023,Senior,Full-time,Machine Learning Engineer,109400,United States,On-Site,United States,MEDIUM,Machine Learning,109400
2023,Senior,Full-time,Data Analyst,120000,United States,Full-Remote,United States,MEDIUM,Data Analyst,120000
2023,Senior,Full-time,Data Analyst,75000,United States,Full-Remote,United States,MEDIUM,Data Analyst,75000
2023,Senior,Full-time,Data Analyst,169000,United States,On-Site,United States,MEDIUM,Data Analyst,169000
2023,Senior,Full-time,Data Analyst,110600,United States,On-Site,United States,MEDIUM,Data Analyst,110600
2023,Senior,Full-time,Machine Learning Engineer,288000,United States,Full-Remote,United States,MEDIUM,Machine Learning,288000
2023,Senior,Full-time,Machine Learning Engineer,140000,United States,Full-Remote,United States,MEDIUM,Machine Learning,140000
2023,Senior,Full-time,Machine Learning Engineer,288000,United States,Full-Remote,United States,MEDIUM,Machine Learning,288000
2023,Senior,Full-time,Machine Learning Engineer,140000,United States,Full-Remote,United States,MEDIUM,Machine Learning,140000
2023,Intermediate,Full-time,Data Engineer,120000,United States,On-Site,United States,MEDIUM,Data Engineering,120000
2023,Intermediate,Full-time,Data Engineer,90000,United States,On-Site,United States,MEDIUM,Data Engineering,90000
2023,Intermediate,Full-time,Data Science Lead,72914,United Kingdom,On-Site,United Kingdom,MEDIUM,Management,72914
2023,Intermediate,Full-time,Data Science Lead,60761,United Kingdom,On-Site,United Kingdom,MEDIUM,Management,60761
2023,Senior,Full-time,Data Scientist,215050,United States,Full-Remote,United States,MEDIUM,Data Science,215050
2023,Senior,Full-time,Data Scientist,156400,United States,Full-Remote,United States,MEDIUM,Data Science,156400
2023,Senior,Full-time,Data Architect,198000,United States,Full-Remote,United States,MEDIUM,Data Architecture,198000
2023,Senior,Full-time,Data Architect,114000,United States,Full-Remote,United States,MEDIUM,Data Architecture,114000
2023,Entry,Full-time,Data Analyst,75000,United States,Full-Remote,United States,MEDIUM,Data Analyst,75000
2023,Entry,Full-time,Data Analyst,60000,United States,Full-Remote,United States,MEDIUM,Data Analyst,60000
2023,Senior,Full-time,Machine Learning Engineer,204500,United States,On-Site,United States,MEDIUM,Machine Learning,204500
2023,Senior,Full-time,Machine Learning Engineer,142200,United States,On-Site,United States,MEDIUM,Machine Learning,142200
2023,Senior,Full-time,Data Scientist,209300,United States,Full-Remote,United States,MEDIUM,Data Science,209300
2023,Senior,Full-time,Data Scientist,182200,United States,Full-Remote,United States,MEDIUM,Data Science,182200
2023,Senior,Full-time,Data Manager,140000,United States,On-Site,United States,MEDIUM,Management,140000
2023,Senior,Full-time,Data Manager,120000,United States,On-Site,United States,MEDIUM,Management,120000
2022,Entry,Full-time,Data Scientist,85000,United States,On-Site,United States,MEDIUM,Data Science,92029
2023,Intermediate,Full-time,Machine Learning Engineer,48609,United Kingdom,Full-Remote,United Kingdom,MEDIUM,Machine Learning,48609
2023,Entry,Full-time,Research Engineer,120000,United Kingdom,Full-Remote,United Kingdom,MEDIUM,Other,120000
2023,Entry,Full-time,Research Engineer,60000,United Kingdom,Full-Remote,United Kingdom,MEDIUM,Other,60000
2023,Senior,Full-time,Machine Learning Engineer,147100,United States,On-Site,United States,MEDIUM,Machine Learning,147100
2023,Senior,Full-time,Machine Learning Engineer,90700,United States,On-Site,United States,MEDIUM,Machine Learning,90700
2023,Senior,Full-time,Data Engineer,230000,United States,On-Site,United States,MEDIUM,Data Engineering,230000
2023,Senior,Full-time,Data Engineer,170000,United States,On-Site,United States,MEDIUM,Data Engineering,170000
2023,Senior,Full-time,Data Analyst,227000,United States,On-Site,United States,MEDIUM,Data Analyst,227000
2023,Senior,Full-time,Data Analyst,108000,United States,On-Site,United States,MEDIUM,Data Analyst,108000
2023,Senior,Full-time,Data Engineer,180000,United States,Full-Remote,United States,MEDIUM,Data Engineering,180000
2023,Senior,Full-time,Data Engineer,160000,United States,Full-Remote,United States,MEDIUM,Data Engineering,160000
2023,Senior,Full-time,Data Architect,180000,United States,Full-Remote,United States,MEDIUM,Data Architecture,180000
2023,Senior,Full-time,Data Architect,160000,United States,Full-Remote,United States,MEDIUM,Data Architecture,160000
2023,Senior,Full-time,Data Engineer,180000,United States,On-Site,United States,MEDIUM,Data Engineering,180000
2023,Senior,Full-time,Data Engineer,130000,United States,On-Site,United States,MEDIUM,Data Engineering,130000
2023,Senior,Full-time,Data Analyst,55800,Spain,Full-Remote,Spain,MEDIUM,Data Analyst,55800
2023,Senior,Full-time,Data Analyst,51508,Spain,Full-Remote,Spain,MEDIUM,Data Analyst,51508
2023,Entry,Full-time,Data Analyst,60000,United States,Full-Remote,United States,LARGE,Data Analyst,60000
2023,Entry,Full-time,Data Analyst,50000,Kuwait,Half-Remote,United States,LARGE,Data Analyst,50000
2023,Senior,Full-time,Data Engineer,226700,United States,On-Site,United States,MEDIUM,Data Engineering,226700
2023,Senior,Full-time,Data Engineer,133300,United States,On-Site,United States,MEDIUM,Data Engineering,133300
2023,Senior,Full-time,Data Engineer,252000,United States,On-Site,United States,MEDIUM,Data Engineering,252000
2023,Senior,Full-time,Data Engineer,129000,United States,On-Site,United States,MEDIUM,Data Engineering,129000
2023,Senior,Full-time,Big Data Architect,151902,United Kingdom,Full-Remote,United Kingdom,LARGE,Data Architecture,151902
2023,Entry,Full-time,Data Scientist,9727,India,On-Site,India,LARGE,Data Science,9727
2023,Senior,Full-time,Data Analyst,80000,United States,On-Site,United States,MEDIUM,Data Analyst,80000
2023,Senior,Full-time,Data Analyst,52500,United States,On-Site,United States,MEDIUM,Data Analyst,52500
2023,Senior,Full-time,Data Engineer,250000,United States,Full-Remote,United States,MEDIUM,Data Engineering,250000
2023,Senior,Full-time,Data Engineer,162500,United States,Full-Remote,United States,MEDIUM,Data Engineering,162500
2023,Entry,Full-time,Data Analyst,85000,United States,Full-Remote,United States,MEDIUM,Data Analyst,85000
2023,Entry,Full-time,Data Analyst,75000,United States,Full-Remote,United States,MEDIUM,Data Analyst,75000
2023,Senior,Full-time,Data Analyst,153600,United States,On-Site,United States,MEDIUM,Data Analyst,153600
2023,Senior,Full-time,Data Analyst,106800,United States,On-Site,United States,MEDIUM,Data Analyst,106800
2023,Intermediate,Full-time,Data Analyst,165000,United States,On-Site,United States,MEDIUM,Data Analyst,165000
2023,Intermediate,Full-time,Data Analyst,124000,United States,On-Site,United States,MEDIUM,Data Analyst,124000
2023,Senior,Full-time,Data Analyst,115934,United States,Full-Remote,United States,MEDIUM,Data Analyst,115934
2023,Senior,Full-time,Data Analyst,81666,United States,Full-Remote,United States,MEDIUM,Data Analyst,81666
2023,Senior,Full-time,Data Engineer,167580,United States,On-Site,United States,MEDIUM,Data Engineering,167580
2023,Senior,Full-time,Data Engineer,87980,United States,On-Site,United States,MEDIUM,Data Engineering,87980
2023,Senior,Full-time,Data Engineer,250000,United States,Full-Remote,United States,MEDIUM,Data Engineering,250000
2023,Senior,Full-time,Data Engineer,63000,United States,Full-Remote,United States,MEDIUM,Data Engineering,63000
2023,Senior,Full-time,Research Scientist,253750,Spain,On-Site,Spain,MEDIUM,Data Science,253750
2023,Senior,Full-time,Research Scientist,169200,Spain,On-Site,Spain,MEDIUM,Data Science,169200
2023,Senior,Full-time,Research Scientist,253750,Spain,On-Site,Spain,MEDIUM,Data Science,253750
2023,Senior,Full-time,Research Scientist,169200,Spain,On-Site,Spain,MEDIUM,Data Science,169200
2023,Intermediate,Full-time,Data Scientist,170000,United States,On-Site,United States,MEDIUM,Data Science,170000
2023,Intermediate,Full-time,Data Scientist,120000,United States,On-Site,United States,MEDIUM,Data Science,120000
2023,Senior,Full-time,Data Engineer,124740,United States,On-Site,United States,MEDIUM,Data Engineering,124740
2023,Senior,Full-time,Data Engineer,65488,United States,On-Site,United States,MEDIUM,Data Engineering,65488
2023,Senior,Full-time,Data Engineer,213580,United States,Full-Remote,United States,MEDIUM,Data Engineering,213580
2023,Senior,Full-time,Data Engineer,163625,United States,Full-Remote,United States,MEDIUM,Data Engineering,163625
2023,Entry,Full-time,Data Engineer,12000,Viet Nam,On-Site,Viet Nam,LARGE,Data Engineering,12000
2022,Senior,Full-time,Machine Learning Software Engineer,375000,United States,Full-Remote,United States,MEDIUM,Machine Learning,406012
2023,Senior,Full-time,Data Engineer,101943,Ireland,Full-Remote,Ireland,MEDIUM,Data Engineering,101943
2023,Intermediate,Full-time,Product Data Analyst,16414,India,Full-Remote,India,LARGE,Data Analyst,16414
2023,Senior,Full-time,Machine Learning Engineer,220000,United States,On-Site,United States,MEDIUM,Machine Learning,220000
2023,Senior,Full-time,Machine Learning Engineer,170000,United States,On-Site,United States,MEDIUM,Machine Learning,170000
2023,Executive,Full-time,Data Engineer,235000,United States,On-Site,United States,MEDIUM,Data Engineering,235000
2023,Executive,Full-time,Data Engineer,210000,United States,On-Site,United States,MEDIUM,Data Engineering,210000
2023,Senior,Full-time,Data Architect,180000,United States,Full-Remote,United States,MEDIUM,Data Architecture,180000
2023,Senior,Full-time,Data Architect,115000,United States,Full-Remote,United States,MEDIUM,Data Architecture,115000
2023,Senior,Full-time,Data Architect,200000,United States,Full-Remote,United States,MEDIUM,Data Architecture,200000
2023,Senior,Full-time,Data Architect,115000,United States,Full-Remote,United States,MEDIUM,Data Architecture,115000
2023,Senior,Full-time,Data Science Manager,231250,United States,Full-Remote,United States,MEDIUM,Management,231250
2023,Senior,Full-time,Data Science Manager,138750,United States,Full-Remote,United States,MEDIUM,Management,138750
2023,Senior,Full-time,Machine Learning Engineer,284310,United States,On-Site,United States,MEDIUM,Machine Learning,284310
2023,Senior,Full-time,Machine Learning Engineer,153090,United States,On-Site,United States,MEDIUM,Machine Learning,153090
2023,Senior,Full-time,Data Engineer,160000,United States,Full-Remote,United States,MEDIUM,Data Engineering,160000
2023,Senior,Full-time,Data Engineer,75000,United States,Full-Remote,United States,MEDIUM,Data Engineering,75000
2023,Intermediate,Full-time,Data Analyst,125000,United States,On-Site,United States,MEDIUM,Data Analyst,125000
2023,Intermediate,Full-time,Data Analyst,105000,United States,On-Site,United States,MEDIUM,Data Analyst,105000
2023,Intermediate,Full-time,Data Analyst,109371,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Analyst,109371
2023,Intermediate,Full-time,Data Analyst,85066,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Analyst,85066
2023,Entry,Full-time,Data Analyst,55000,United States,On-Site,United States,MEDIUM,Data Analyst,55000
2023,Entry,Full-time,Data Analyst,48000,United States,On-Site,United States,MEDIUM,Data Analyst,48000
2023,Entry,Full-time,Data Analyst,100000,United States,Half-Remote,United States,MEDIUM,Data Analyst,100000
2023,Senior,Full-time,Data Science Lead,225900,United States,On-Site,United States,MEDIUM,Management,225900
2023,Senior,Full-time,Data Science Lead,156400,United States,On-Site,United States,MEDIUM,Management,156400
2023,Senior,Full-time,Data Engineer,250000,United States,Full-Remote,United States,MEDIUM,Data Engineering,250000
2023,Senior,Full-time,Data Engineer,162500,United States,Full-Remote,United States,MEDIUM,Data Engineering,162500
2023,Senior,Full-time,Machine Learning Engineer,318300,United States,Full-Remote,United States,MEDIUM,Machine Learning,318300
2023,Senior,Full-time,Machine Learning Engineer,188800,United States,Full-Remote,United States,MEDIUM,Machine Learning,188800
2023,Senior,Full-time,Data Analyst,385000,United States,On-Site,United States,MEDIUM,Data Analyst,385000
2023,Senior,Full-time,Data Analyst,60000,United States,On-Site,United States,MEDIUM,Data Analyst,60000
2023,Intermediate,Full-time,Data Analyst,110000,United States,Full-Remote,United States,MEDIUM,Data Analyst,110000
2023,Intermediate,Full-time,Data Analyst,95000,United States,Full-Remote,United States,MEDIUM,Data Analyst,95000
2023,Senior,Full-time,Data Scientist,145000,United States,Full-Remote,United States,MEDIUM,Data Science,145000
2023,Senior,Full-time,Data Scientist,135000,United States,Full-Remote,United States,MEDIUM,Data Science,135000
2023,Senior,Full-time,Data Analyst,180180,United States,On-Site,United States,MEDIUM,Data Analyst,180180
2023,Senior,Full-time,Data Analyst,106020,United States,On-Site,United States,MEDIUM,Data Analyst,106020
2023,Senior,Full-time,Data Analyst,93919,United States,Full-Remote,United States,MEDIUM,Data Analyst,93919
2023,Senior,Full-time,Data Analyst,51962,United States,Full-Remote,United States,MEDIUM,Data Analyst,51962
2023,Senior,Full-time,Data Engineer,241871,United States,On-Site,United States,MEDIUM,Data Engineering,241871
2023,Senior,Full-time,Data Engineer,133832,United States,On-Site,United States,MEDIUM,Data Engineering,133832
2023,Senior,Full-time,Data Scientist,170000,United States,Full-Remote,United States,MEDIUM,Data Science,170000
2023,Senior,Full-time,Data Scientist,90000,United States,Full-Remote,United States,MEDIUM,Data Science,90000
2023,Executive,Full-time,Data Engineer,210914,United States,Full-Remote,United States,MEDIUM,Data Engineering,210914
2023,Executive,Full-time,Data Engineer,116704,United States,Full-Remote,United States,MEDIUM,Data Engineering,116704
2023,Senior,Full-time,Data Analyst,192500,United States,Full-Remote,United States,MEDIUM,Data Analyst,192500
2023,Senior,Full-time,Data Analyst,140000,United States,Full-Remote,United States,MEDIUM,Data Analyst,140000
2023,Senior,Full-time,Data Scientist,149076,United States,On-Site,United States,MEDIUM,Data Science,149076
2023,Senior,Full-time,Data Scientist,82365,United States,On-Site,United States,MEDIUM,Data Science,82365
2023,Intermediate,Full-time,Machine Learning Engineer,36000,Mexico,Full-Remote,Mexico,SMALL,Machine Learning,36000
2023,Senior,Full-time,Data Scientist,175000,United States,On-Site,United States,MEDIUM,Data Science,175000
2023,Senior,Full-time,Data Scientist,148750,United States,On-Site,United States,MEDIUM,Data Science,148750
2023,Senior,Full-time,Research Scientist,370000,United States,On-Site,United States,MEDIUM,Data Science,370000
2023,Senior,Full-time,Research Scientist,200000,United States,On-Site,United States,MEDIUM,Data Science,200000
2023,Senior,Full-time,Data Scientist,235000,United States,Full-Remote,United States,MEDIUM,Data Science,235000
2023,Senior,Full-time,Data Scientist,185000,United States,Full-Remote,United States,MEDIUM,Data Science,185000
2023,Intermediate,Full-time,Machine Learning Engineer,121523,United Kingdom,On-Site,United Kingdom,MEDIUM,Machine Learning,121523
2023,Intermediate,Full-time,Machine Learning Engineer,97218,United Kingdom,On-Site,United Kingdom,MEDIUM,Machine Learning,97218
2023,Senior,Full-time,Data Scientist,216100,United States,On-Site,United States,MEDIUM,Data Science,216100
2023,Senior,Full-time,Data Scientist,140800,United States,On-Site,United States,MEDIUM,Data Science,140800
2023,Intermediate,Full-time,Machine Learning Engineer,145828,United Kingdom,On-Site,United Kingdom,MEDIUM,Machine Learning,145828
2023,Intermediate,Full-time,Machine Learning Engineer,121523,United Kingdom,On-Site,United Kingdom,MEDIUM,Machine Learning,121523
2023,Senior,Full-time,Computer Vision Software Engineer,53654,Netherlands,Full-Remote,Canada,LARGE,Other,53654
2023,Entry,Full-time,Data Scientist,110000,United States,Half-Remote,United States,SMALL,Data Science,110000
2023,Senior,Full-time,Data Engineer,128000,United States,On-Site,United States,MEDIUM,Data Engineering,128000
2023,Senior,Full-time,Data Engineer,81500,United States,On-Site,United States,MEDIUM,Data Engineering,81500
2023,Intermediate,Full-time,Data Engineer,66837,United Kingdom,Full-Remote,United Kingdom,MEDIUM,Data Engineering,66837
2023,Intermediate,Full-time,Data Engineer,63192,United Kingdom,Full-Remote,United Kingdom,MEDIUM,Data Engineering,63192
2023,Intermediate,Full-time,Data Analyst,60761,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Analyst,60761
2023,Intermediate,Full-time,Data Analyst,54685,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Analyst,54685
2023,Executive,Full-time,Data Engineer,284000,United States,Full-Remote,United States,MEDIUM,Data Engineering,284000
2023,Executive,Full-time,Data Engineer,236000,United States,Full-Remote,United States,MEDIUM,Data Engineering,236000
2023,Senior,Full-time,Research Scientist,248100,Canada,On-Site,Canada,MEDIUM,Data Science,248100
2023,Senior,Full-time,Research Scientist,145900,Canada,On-Site,Canada,MEDIUM,Data Science,145900
2023,Senior,Full-time,Research Engineer,155850,United States,On-Site,United States,MEDIUM,Other,155850
2023,Senior,Full-time,Research Engineer,102544,United States,On-Site,United States,MEDIUM,Other,102544
2023,Intermediate,Full-time,Data Scientist,151410,United States,Full-Remote,United States,MEDIUM,Data Science,151410
2023,Intermediate,Full-time,Data Scientist,115360,United States,Full-Remote,United States,MEDIUM,Data Science,115360
2023,Intermediate,Full-time,Data Engineer,66531,Spain,Full-Remote,Spain,MEDIUM,Data Engineering,66531
2023,Intermediate,Full-time,Data Engineer,59020,Spain,Full-Remote,Spain,MEDIUM,Data Engineering,59020
2023,Senior,Full-time,Director of Data Science,125686,Canada,Half-Remote,Canada,MEDIUM,Management,125686
2023,Senior,Full-time,Azure Data Engineer,100000,Netherlands,Half-Remote,Netherlands,LARGE,Data Engineering,100000
2023,Entry,Full-time,Data Scientist,12767,India,Half-Remote,India,LARGE,Data Science,12767
2023,Senior,Full-time,Data Scientist,250000,United States,On-Site,United States,MEDIUM,Data Science,250000
2023,Senior,Full-time,Data Scientist,162500,United States,On-Site,United States,MEDIUM,Data Science,162500
2023,Senior,Full-time,Data Scientist,185000,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Science,185000
2023,Senior,Full-time,Data Scientist,120250,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Science,120250
